student_id,student_group,attendance_rate,assignment_completion_rate,midterm_exam_score,previous_gpa,lms_engagement_hours,late_submissions_count,study_hours_weekly,support_needed
S0385,Group B,94.3,100.0,79.3,5.74,24.7,2,9.8,0
S0386,Group C,100.0,63.8,70.6,4.94,12.4,2,16.0,0
S0387,Group A,98.6,66.6,61.4,6.77,18.1,2,10.5,0
S0388,Group A,88.8,60.4,63.0,7.51,13.2,5,10.8,0
S0389,Group B,89.1,74.7,66.2,7.17,15.5,4,16.9,0
S0390,Group C,92.2,84.5,60.2,6.74,18.8,5,8.4,1
S0391,Group C,91.1,91.8,69.2,6.02,16.0,4,4.3,0
S0392,Group A,85.4,76.9,61.4,8.12,16.7,4,11.2,0
S0393,Group A,83.3,73.5,57.9,5.52,14.6,7,9.6,1
S0394,Group B,81.2,80.1,62.1,8.35,12.9,2,7.2,0
S0395,Group A,73.0,66.3,63.8,5.95,15.6,4,11.1,1
S0396,Group C,78.6,100.0,89.7,6.28,19.2,3,14.5,0
S0397,Group C,61.7,55.5,42.2,5.32,12.4,6,12.0,1
S0398,Group A,80.8,80.6,54.4,6.62,13.3,4,13.5,1
S0399,Group B,70.1,100.0,84.4,8.62,24.8,5,21.1,0
S0400,Group B,68.8,78.1,68.6,8.0,19.1,6,10.3,1
S0401,Group A,84.2,75.3,75.5,8.62,18.9,2,13.4,0
S0402,Group C,98.7,73.0,67.1,8.0,14.8,2,9.5,0
S0403,Group B,93.0,75.5,61.4,5.81,10.9,3,7.8,0
S0404,Group C,63.2,97.2,73.1,6.85,25.0,12,9.1,0
S0405,Group A,70.1,47.0,60.4,6.25,11.3,2,9.6,1
S0406,Group C,93.3,99.5,69.7,9.1,17.7,5,13.8,0
S0407,Group A,70.2,58.1,60.8,5.68,14.5,8,23.7,1
S0408,Group A,79.3,74.3,70.7,8.51,19.4,3,8.4,0
S0409,Group C,88.6,72.0,63.3,8.51,15.4,3,9.9,0
S0410,Group A,70.4,86.2,91.7,9.77,21.6,4,11.7,0
S0411,Group A,83.3,55.6,56.4,6.75,16.1,4,14.0,1
S0412,Group C,66.0,84.5,72.8,8.26,14.3,3,13.3,0
S0413,Group C,74.8,100.0,92.9,10.0,18.0,3,18.4,0
S0414,Group B,85.8,58.9,49.5,6.47,16.3,1,2.0,1
S0415,Group B,62.9,80.7,39.9,5.23,8.8,8,2.0,1
S0416,Group A,87.3,68.7,54.4,4.76,14.5,4,9.5,1
S0417,Group A,81.8,84.0,86.3,8.26,13.1,8,17.5,0
S0418,Group A,88.6,78.3,55.0,4.76,15.1,2,4.2,1
S0419,Group B,84.7,69.0,51.8,6.8,14.1,1,2.0,0
S0420,Group B,98.4,84.8,85.4,7.89,16.5,3,14.9,0
S0421,Group B,83.5,100.0,76.3,7.55,18.3,3,13.2,0
S0422,Group B,76.8,75.3,61.8,7.87,12.8,4,6.5,1
S0423,Group A,83.5,88.1,72.1,7.6,25.0,6,7.1,0
S0424,Group B,88.5,59.9,72.3,9.03,19.2,5,7.2,0
S0425,Group A,82.6,64.6,80.5,6.01,10.9,4,12.6,1
S0426,Group B,82.5,84.6,73.7,6.39,22.3,2,8.9,0
S0427,Group A,73.6,98.8,83.3,6.26,18.6,5,14.5,1
S0428,Group C,74.0,83.0,62.7,8.42,17.7,8,2.0,0
S0429,Group A,65.2,73.6,58.0,8.52,15.6,7,7.7,1
S0430,Group A,100.0,78.0,70.8,7.91,14.5,2,6.4,0
S0431,Group A,67.1,60.5,65.9,8.9,16.6,8,10.7,1
S0432,Group B,73.7,86.5,56.0,5.71,18.2,5,9.3,1
S0433,Group B,73.4,90.4,80.5,9.55,17.0,7,16.0,0
S0434,Group A,92.7,71.7,72.1,9.36,11.6,3,2.7,0
S0435,Group A,78.5,71.4,72.7,8.29,12.7,3,12.2,0
S0436,Group B,97.0,81.7,86.2,9.71,12.2,5,14.8,0
S0437,Group A,73.9,71.9,68.0,5.06,15.5,5,21.3,1
S0438,Group C,85.3,77.1,61.9,6.59,12.7,6,9.6,1
S0439,Group B,72.0,100.0,69.7,6.31,19.2,5,13.6,1
S0440,Group A,100.0,74.5,58.3,8.27,20.0,8,3.0,0
S0441,Group A,67.7,73.0,69.0,5.88,19.3,6,2.0,1
S0442,Group C,85.7,68.9,72.9,8.32,14.9,3,16.2,0
S0443,Group A,89.6,88.4,78.0,9.15,17.9,0,12.0,0
S0444,Group A,87.0,75.5,68.7,8.24,21.7,2,17.9,0
S0445,Group C,79.8,68.9,86.0,7.68,16.6,3,5.1,0
S0446,Group C,80.4,96.5,64.9,5.97,18.5,0,14.6,0
S0447,Group C,82.5,97.9,75.9,6.16,15.4,4,21.3,0
S0448,Group B,80.2,69.6,76.1,8.99,16.3,5,14.1,0
S0449,Group A,93.6,51.9,71.0,8.35,14.8,1,13.4,0
S0450,Group A,100.0,92.1,84.7,7.25,16.8,3,12.0,0
S0451,Group B,75.3,68.4,72.7,6.74,15.8,8,4.1,0
S0452,Group B,65.6,89.1,71.3,4.57,17.2,4,18.8,1
S0453,Group A,80.9,50.4,44.9,5.85,11.5,4,8.9,1
S0454,Group C,100.0,90.5,83.9,9.88,11.0,4,14.5,0
S0455,Group A,72.4,61.0,54.2,5.57,13.1,2,4.2,1
S0456,Group B,100.0,88.2,89.2,7.56,21.0,2,6.1,0
S0457,Group A,100.0,78.2,70.0,8.66,14.6,3,19.2,0
S0458,Group B,75.4,64.6,67.2,5.61,14.5,4,10.3,1
S0459,Group A,88.8,72.3,75.6,7.55,13.3,4,19.3,0
S0460,Group A,100.0,87.6,85.8,8.57,19.1,2,11.6,0
S0461,Group A,77.5,79.5,62.4,7.32,16.1,3,2.8,0
S0462,Group B,79.6,86.2,76.3,10.0,15.0,6,16.5,0
S0463,Group B,75.0,100.0,73.4,5.05,24.0,5,9.1,0
S0464,Group B,69.8,56.1,71.9,8.73,15.8,4,15.5,1
S0465,Group C,74.2,100.0,83.2,7.07,18.2,6,12.1,0
S0466,Group A,67.3,79.5,65.7,8.34,18.2,6,4.3,0
S0467,Group A,82.4,65.4,62.7,7.9,16.1,0,12.8,0
S0468,Group C,72.8,59.4,53.5,6.31,15.4,8,23.0,1
S0469,Group A,84.8,75.4,78.1,7.61,11.0,1,14.5,0
S0470,Group C,63.3,90.9,66.9,4.79,21.6,2,11.7,0
S0471,Group A,86.0,76.2,67.8,8.11,14.5,3,17.4,0
S0472,Group C,92.0,99.2,76.0,7.7,18.8,1,13.1,0
S0473,Group A,58.1,57.7,58.4,8.16,21.1,6,13.0,1
S0474,Group C,86.5,77.8,58.9,8.73,17.4,3,6.5,0
S0475,Group B,96.7,60.5,61.3,7.8,12.5,4,13.2,1
S0476,Group C,67.5,83.1,64.1,7.5,10.7,6,17.2,0
S0477,Group A,100.0,90.4,66.9,6.11,22.6,2,7.8,0
S0478,Group B,87.0,72.1,64.1,6.34,11.5,4,19.1,0
S0479,Group C,73.5,41.5,47.0,8.9,7.6,5,11.5,1
S0480,Group B,81.3,80.8,89.4,9.24,15.9,6,7.6,0
S0481,Group B,88.7,84.1,85.0,6.98,21.7,4,17.0,0
S0482,Group B,82.9,83.7,64.6,7.36,19.7,4,10.6,0
S0483,Group B,88.5,95.3,77.6,6.08,18.8,4,15.8,0
S0484,Group B,71.0,63.0,69.7,8.88,15.0,7,10.5,1
S0485,Group B,84.0,87.5,85.2,8.2,16.2,3,11.7,0
S0486,Group C,65.0,94.7,75.8,9.92,19.6,5,14.5,1
S0487,Group A,80.7,53.1,66.7,6.11,12.7,4,13.5,0
S0488,Group A,71.2,82.5,56.9,6.79,20.1,3,2.0,1
S0489,Group C,73.2,70.9,52.2,7.61,18.3,4,6.4,1
S0490,Group C,96.8,76.9,82.8,8.17,17.8,2,16.6,0
S0491,Group B,95.1,82.9,82.2,7.01,16.2,1,11.3,0
S0492,Group B,89.3,71.2,83.6,6.12,17.6,3,9.4,0
S0493,Group A,68.9,68.5,53.7,8.49,14.7,2,5.2,1
S0494,Group A,78.2,78.5,74.0,8.27,13.3,6,6.6,0
S0495,Group B,96.6,62.8,52.7,6.06,12.8,3,2.0,1
S0496,Group A,83.7,62.8,75.9,9.13,14.3,0,11.5,0
S0497,Group B,100.0,87.5,66.5,8.88,20.7,1,9.0,0
S0498,Group A,86.7,61.9,51.8,7.48,13.4,3,7.2,0
S0499,Group C,84.3,87.3,67.0,7.41,14.3,5,11.7,0
S0500,Group C,78.3,84.5,75.3,8.05,17.7,2,13.8,0
S0501,Group B,83.6,53.8,59.6,6.14,13.0,6,22.5,1
S0502,Group B,80.2,68.5,66.3,7.34,15.5,4,4.4,0
S0503,Group A,90.5,94.7,80.0,4.39,21.9,0,17.8,0
S0504,Group C,93.5,64.3,78.0,8.48,17.3,0,16.9,0
S0505,Group B,72.6,71.5,69.8,5.19,13.7,6,8.1,1
S0506,Group A,66.0,84.5,79.5,9.33,15.7,6,13.0,1
S0507,Group C,60.0,89.0,57.4,6.85,15.1,11,9.7,1
S0508,Group C,88.1,74.5,79.9,7.01,18.0,3,12.9,0
S0509,Group C,68.8,69.6,62.2,6.45,19.5,9,19.5,1
S0510,Group B,56.2,97.9,80.7,6.91,18.7,6,15.0,0
S0511,Group B,86.7,100.0,97.9,9.22,19.3,2,14.5,0
S0512,Group A,100.0,91.7,69.1,3.94,23.1,5,9.8,0
S0513,Group C,81.9,79.2,58.2,9.02,18.2,5,4.6,1
S0514,Group C,92.1,66.7,60.4,7.76,16.0,2,11.0,0
S0515,Group A,83.0,66.4,75.3,5.67,11.0,8,18.0,0
S0516,Group A,80.8,85.3,61.1,5.85,19.7,7,4.4,1
S0517,Group A,93.0,83.9,77.1,9.56,14.6,4,6.7,0
S0518,Group C,78.5,97.6,78.5,6.02,16.2,2,12.6,0
S0519,Group C,85.2,87.1,70.8,5.74,16.9,1,7.1,0
S0520,Group A,85.9,57.0,66.9,8.84,11.4,6,8.0,0
S0521,Group B,74.0,92.7,71.7,7.76,18.2,7,9.9,0
S0522,Group A,93.9,64.0,55.5,6.03,9.9,2,5.2,0
S0523,Group C,79.9,72.6,71.8,7.59,18.5,1,7.1,0
S0524,Group C,72.9,81.5,72.0,5.92,20.4,9,15.5,1
S0525,Group C,88.4,100.0,76.2,8.79,14.2,2,5.5,0
S0526,Group B,71.2,100.0,83.2,8.73,22.9,1,4.0,0
S0527,Group A,82.3,86.5,71.5,8.02,15.4,4,8.8,0
S0528,Group A,81.9,75.4,65.7,7.79,18.6,1,15.7,0
S0529,Group A,95.0,85.5,74.5,9.68,17.5,2,11.0,0
S0530,Group C,87.7,90.4,65.3,7.3,18.6,1,9.7,0
S0531,Group C,81.7,73.5,61.1,5.7,15.2,6,12.2,1
S0532,Group C,91.8,100.0,84.5,7.91,23.6,6,3.3,0
S0533,Group C,98.7,81.2,76.4,10.0,13.3,2,14.5,0
S0534,Group B,88.7,85.0,71.6,5.93,19.4,7,13.9,0
S0535,Group B,82.1,87.3,64.7,6.81,21.3,4,10.0,0
S0536,Group C,66.3,83.9,72.2,7.86,19.6,3,17.0,0
S0537,Group C,69.2,89.7,55.6,7.23,25.0,8,6.4,1
S0538,Group A,78.3,69.4,63.9,5.97,13.5,2,17.6,0
S0539,Group B,74.7,70.2,69.2,8.81,18.1,7,12.8,0
S0540,Group A,79.8,62.6,75.1,10.0,13.7,4,10.3,0
S0541,Group C,82.7,84.2,74.3,7.56,21.2,6,11.9,0
S0542,Group B,88.4,88.9,60.7,6.08,18.2,5,11.5,1
S0543,Group A,81.2,84.4,78.1,5.21,16.3,6,18.1,0
S0544,Group B,87.8,100.0,77.2,7.65,23.9,3,6.6,0
S0545,Group B,82.8,77.9,73.1,8.79,15.0,4,8.2,0
S0546,Group A,58.3,87.4,74.5,7.94,13.7,8,17.2,0
S0547,Group A,70.7,62.7,56.3,7.3,12.5,6,9.0,1
S0548,Group B,80.3,72.6,69.7,6.5,17.5,5,16.5,0
S0549,Group B,67.5,87.7,75.8,5.83,22.2,5,20.5,1
S0550,Group B,89.2,89.9,62.8,8.43,18.7,3,10.0,0
S0551,Group B,100.0,73.9,72.4,8.53,19.8,2,15.4,0
S0552,Group C,96.6,77.0,59.2,5.21,12.2,5,6.2,1
S0553,Group B,79.4,56.7,72.7,9.45,11.8,1,15.8,0
S0554,Group B,99.9,73.0,83.0,8.07,14.8,1,13.0,0
S0555,Group C,83.8,90.5,75.2,9.19,18.1,2,14.4,0
S0556,Group A,78.0,86.1,60.1,5.49,18.0,4,8.8,1
S0557,Group A,74.6,85.0,55.7,5.46,19.7,4,3.7,1
S0558,Group A,78.4,78.7,63.9,7.1,15.3,7,14.5,0
S0559,Group B,77.3,78.1,61.4,7.98,16.9,5,2.0,1
S0560,Group B,84.0,68.8,79.0,9.73,14.9,3,10.4,0
S0561,Group B,83.9,87.8,70.8,8.25,15.3,4,16.7,0
S0562,Group A,82.0,83.9,74.6,6.97,17.1,8,13.0,0
S0563,Group A,87.2,84.9,61.4,5.91,17.2,3,21.7,0
S0564,Group A,96.3,70.6,73.0,8.96,14.8,2,17.1,0
S0565,Group A,93.4,47.9,51.9,6.0,11.8,5,8.7,1
S0566,Group B,64.2,93.4,92.3,9.5,19.2,3,12.1,0
S0567,Group A,51.4,71.3,59.0,6.92,14.1,7,11.8,1
S0568,Group A,93.2,65.9,50.5,9.45,18.4,1,4.1,0
S0569,Group C,65.6,87.7,54.1,8.22,14.5,7,7.3,1
S0570,Group A,79.3,72.5,65.0,7.12,13.4,3,9.2,0
S0571,Group B,68.0,92.8,68.7,6.6,25.0,4,2.0,0
S0572,Group B,60.4,86.6,71.1,6.84,14.7,3,12.2,0
S0573,Group A,88.5,87.6,76.1,7.88,13.9,2,10.8,0
S0574,Group B,91.1,58.9,68.2,7.4,15.6,1,3.6,0
S0575,Group C,75.1,95.0,69.0,6.5,13.0,6,14.0,0
S0576,Group C,50.9,81.7,75.0,7.08,16.4,6,15.6,0
S0577,Group A,75.4,72.8,54.7,7.41,22.1,5,13.1,0
S0578,Group C,86.7,80.0,54.0,4.43,12.2,4,10.4,1
S0579,Group B,64.3,53.1,47.5,7.92,6.6,6,15.0,1
S0580,Group A,84.2,83.7,67.9,5.98,12.9,5,15.4,0
S0581,Group B,81.8,63.6,60.4,5.74,16.9,3,13.5,1
S0582,Group C,89.0,59.1,55.2,5.02,16.8,3,7.9,1
S0583,Group B,83.4,56.7,56.4,4.88,11.5,5,13.4,1
S0584,Group A,70.3,93.6,64.3,5.47,21.0,7,18.0,1
S0585,Group B,96.4,69.2,62.2,6.34,19.2,3,9.0,0
S0586,Group A,80.1,99.5,79.7,9.94,25.0,5,22.5,0
S0587,Group A,81.7,70.5,73.8,6.59,14.5,5,9.4,0
S0588,Group A,70.8,54.1,57.9,7.54,5.8,4,12.2,1
S0589,Group A,76.7,62.4,58.7,7.84,11.5,5,8.6,1
S0590,Group A,71.4,95.3,87.9,7.48,18.0,5,13.1,0
S0591,Group A,79.9,75.8,52.4,7.2,15.4,5,3.3,1
S0592,Group B,100.0,70.3,53.8,5.69,14.7,1,9.3,1
S0593,Group A,65.5,80.2,61.3,9.26,20.2,2,6.5,0
S0594,Group A,62.6,85.0,76.3,9.74,21.4,8,12.7,1
S0595,Group C,99.7,93.6,77.6,5.03,18.5,3,17.0,0
S0596,Group B,79.5,98.3,80.1,5.92,23.0,1,15.2,0
S0597,Group B,74.0,73.0,79.3,6.92,16.7,7,2.0,0
S0598,Group A,94.5,59.4,49.8,6.0,13.7,5,22.2,1
S0599,Group A,74.7,72.2,74.3,7.98,18.3,5,13.5,0
S0600,Group A,100.0,81.6,63.5,6.32,17.3,2,8.1,0
S0601,Group A,90.1,64.5,69.9,10.0,20.5,0,12.8,0
S0602,Group A,76.1,64.6,64.4,8.91,10.0,4,12.9,0
S0603,Group A,100.0,82.8,65.3,7.59,15.7,3,8.7,0
S0604,Group A,74.7,77.3,86.5,8.69,16.0,3,13.0,0
S0605,Group A,90.9,78.5,80.2,8.79,17.9,2,9.0,0
S0606,Group B,85.6,67.4,62.9,6.54,18.6,2,10.0,0
S0607,Group A,97.6,74.8,75.9,6.2,15.9,3,8.6,0
S0608,Group A,100.0,65.1,51.1,7.41,10.1,3,4.8,0
S0609,Group B,82.4,90.5,67.2,8.46,21.0,4,12.7,0
S0610,Group B,73.0,92.5,58.3,7.49,21.1,6,14.9,1
S0611,Group A,87.5,52.2,51.0,5.17,6.5,4,14.6,1
S0612,Group B,73.9,65.0,64.5,6.22,14.4,6,16.1,1
S0613,Group B,100.0,57.0,66.5,7.2,8.4,3,13.6,0
S0614,Group A,83.6,68.9,65.7,7.2,13.0,2,9.3,0
S0615,Group C,77.6,76.8,67.9,9.96,13.6,6,16.2,0
S0616,Group C,84.2,57.7,59.0,5.43,15.7,3,5.2,1
S0617,Group A,65.8,65.1,63.5,7.98,14.8,4,7.5,1
S0618,Group A,70.3,63.9,71.5,9.31,10.4,6,7.2,1
S0619,Group C,96.4,80.9,69.2,10.0,19.6,4,17.4,0
S0620,Group B,74.1,79.0,72.7,6.75,12.3,6,16.7,0
S0621,Group A,69.4,67.9,58.2,7.96,15.9,9,14.4,1
S0622,Group A,88.4,80.5,74.0,8.07,14.4,4,17.4,0
S0623,Group A,96.2,70.3,71.1,7.56,14.2,3,7.6,0
S0624,Group B,90.6,74.2,71.0,7.17,17.4,1,13.7,0
S0625,Group B,94.0,100.0,73.5,7.89,21.6,1,11.4,0
S0626,Group A,72.9,96.8,67.3,3.88,23.5,3,16.2,1
S0627,Group B,64.9,59.8,50.7,8.22,13.3,7,11.4,1
S0628,Group B,100.0,89.6,84.7,7.47,19.3,3,10.1,0
S0629,Group A,78.1,89.4,72.2,7.0,17.0,2,14.7,0
S0630,Group A,79.0,61.9,83.4,10.0,14.5,7,16.4,1
S0631,Group B,97.9,89.5,66.7,6.39,19.6,1,8.7,0
S0632,Group C,88.7,99.5,72.0,6.76,19.6,4,11.7,0
S0633,Group B,87.5,62.3,63.2,9.99,8.6,4,6.7,0
S0634,Group B,100.0,65.2,64.7,6.18,15.4,0,2.0,0
S0635,Group A,74.3,92.2,66.1,6.56,19.9,5,13.0,0
S0636,Group A,93.1,81.8,79.1,7.1,15.0,2,15.0,0
S0637,Group B,82.7,85.7,73.5,8.43,13.9,3,13.3,0
S0638,Group A,85.2,82.8,50.2,7.58,21.7,1,2.3,0
S0639,Group A,100.0,83.5,63.1,5.55,18.8,0,10.2,0
S0640,Group A,88.1,59.4,45.7,6.58,12.8,2,2.0,0
S0641,Group A,88.5,92.7,78.0,6.48,15.4,6,18.8,0
S0642,Group A,94.9,94.4,63.7,7.2,16.6,3,6.6,0
S0643,Group A,77.6,74.8,81.0,7.87,19.9,6,18.3,0
S0644,Group A,71.9,77.4,71.9,7.86,16.8,2,16.7,0
S0645,Group A,69.5,56.6,48.5,4.9,11.4,4,7.5,1
S0646,Group C,58.4,85.2,74.3,8.74,19.2,12,6.3,1
S0647,Group B,100.0,86.0,84.9,7.64,15.3,1,13.8,0
S0648,Group B,68.8,77.1,69.8,9.17,20.8,3,7.8,0
S0649,Group B,79.3,93.7,70.6,7.9,23.1,4,12.5,0
S0650,Group B,78.7,73.3,56.0,8.79,14.3,4,9.6,1
S0651,Group A,85.7,85.9,63.3,7.93,15.9,2,3.1,0
S0652,Group B,91.8,63.7,59.8,9.12,6.3,5,2.0,1
S0653,Group B,92.3,77.7,74.7,8.01,12.0,4,13.1,0
S0654,Group B,75.0,75.6,62.6,7.17,12.1,2,9.2,0
S0655,Group A,80.0,81.2,82.1,10.0,17.4,5,9.2,0
S0656,Group A,85.4,72.8,69.2,8.5,14.7,4,15.5,0
S0657,Group A,79.0,76.2,74.2,8.07,12.1,2,17.9,0
S0658,Group A,100.0,89.6,79.6,5.58,17.5,2,10.6,0
S0659,Group B,87.9,71.9,64.6,5.56,17.0,3,10.3,0
S0660,Group B,90.8,55.5,65.3,7.7,14.5,2,14.5,0
S0661,Group A,90.0,100.0,69.6,7.5,14.3,2,5.2,0
S0662,Group C,96.1,97.3,71.6,6.47,19.2,2,13.1,0
S0663,Group B,84.2,59.9,59.1,7.49,9.4,6,14.8,1
S0664,Group A,66.4,87.7,74.9,9.44,20.7,6,15.4,1
S0665,Group A,86.8,71.0,70.2,8.24,17.7,1,2.3,0
S0666,Group A,74.2,81.7,60.7,5.76,14.4,4,8.2,1
S0667,Group A,75.7,82.1,55.8,7.15,14.8,7,7.6,0
S0668,Group A,89.0,74.7,80.6,6.21,14.6,3,12.5,0
S0669,Group A,96.9,67.0,70.5,6.78,8.0,1,14.4,0
S0670,Group A,82.3,68.3,58.2,6.74,15.9,0,19.5,0
S0671,Group A,85.7,65.2,58.4,6.66,13.6,0,9.5,0
S0672,Group C,100.0,66.4,62.3,5.61,17.5,0,9.5,0
S0673,Group A,84.9,77.1,86.6,7.13,13.0,1,17.7,0
S0674,Group B,100.0,68.0,58.5,6.54,13.0,2,13.5,1
S0675,Group A,88.8,87.5,74.5,3.5,13.5,3,18.3,0
S0676,Group C,60.9,98.8,93.9,10.0,16.8,11,13.4,1
S0677,Group A,91.0,69.9,63.5,8.77,11.6,4,6.2,0
S0678,Group A,86.6,81.4,63.2,6.79,20.0,2,5.3,0
S0679,Group C,97.5,85.0,60.9,7.33,15.5,1,4.2,0
S0680,Group C,90.1,84.6,68.9,5.72,17.9,3,15.3,0
S0681,Group C,80.3,79.1,80.2,9.59,15.5,2,17.9,0
S0682,Group A,67.3,88.4,90.1,9.86,14.3,4,21.2,1
S0683,Group A,79.5,84.8,83.7,7.51,17.1,3,16.2,0
S0684,Group B,71.8,60.7,63.9,8.68,15.5,8,17.8,1
S0685,Group C,75.0,90.2,55.8,7.54,14.8,2,9.1,0
S0686,Group B,89.1,90.4,65.5,5.5,20.9,5,6.2,0
S0687,Group B,100.0,67.3,72.0,6.74,12.2,2,16.3,0
S0688,Group A,86.7,78.5,74.3,7.48,15.1,1,14.1,0
S0689,Group B,67.6,87.6,66.6,6.69,19.6,7,12.5,0
S0690,Group A,87.3,75.1,70.7,7.0,14.0,6,13.9,0
S0691,Group A,96.4,93.0,89.7,7.18,19.0,5,13.6,0
S0692,Group A,74.7,100.0,83.1,7.19,19.1,4,18.4,0
S0693,Group B,80.4,67.0,66.9,7.37,15.1,1,18.5,0
S0694,Group A,82.2,58.7,56.3,5.87,6.2,8,14.7,1
S0695,Group A,72.6,82.3,68.1,6.33,11.7,5,16.2,0
S0696,Group B,89.8,88.1,83.8,5.57,19.9,2,14.6,0
S0697,Group A,80.5,74.8,69.1,8.62,19.1,4,9.7,0
S0698,Group B,87.0,98.3,71.2,4.46,17.0,2,15.8,0
S0699,Group A,71.4,59.3,57.5,8.86,12.7,4,5.0,1
S0700,Group B,76.8,87.7,90.0,9.17,18.9,4,17.3,0
S0701,Group B,90.7,69.5,78.3,6.89,17.2,4,6.0,0
S0702,Group A,77.5,100.0,70.5,3.79,13.9,10,13.4,1
S0703,Group A,100.0,100.0,76.3,6.81,17.3,1,7.8,0
S0704,Group A,77.2,67.3,66.9,7.21,13.8,3,14.8,0
S0705,Group A,84.7,70.3,43.9,5.94,17.4,0,11.8,0
S0706,Group C,93.2,90.0,73.9,6.6,25.0,3,4.0,0
S0707,Group A,65.0,72.6,73.7,9.37,14.9,3,14.1,0
S0708,Group C,60.9,77.4,70.3,8.2,12.2,4,9.1,0
S0709,Group A,63.7,78.4,60.4,6.05,17.7,6,16.4,1
S0710,Group B,97.2,51.1,52.8,5.14,16.1,3,12.0,1
S0711,Group B,75.4,77.8,65.1,6.86,16.8,6,14.0,0
S0712,Group B,100.0,68.3,72.9,7.01,12.2,4,7.2,0
S0713,Group B,75.2,71.1,63.1,7.97,18.2,4,9.1,0
S0714,Group A,84.2,98.2,89.9,6.58,21.7,2,9.7,0
S0715,Group A,100.0,60.4,74.4,7.99,10.6,2,16.3,0
S0716,Group C,100.0,89.4,79.4,9.91,19.4,4,20.4,0
S0717,Group C,100.0,74.1,70.4,8.4,18.8,1,8.0,0
S0718,Group C,96.5,74.1,68.5,7.24,19.4,1,17.4,0
S0719,Group A,94.3,89.1,50.3,7.05,18.1,2,2.0,0
S0720,Group B,89.1,82.8,79.6,6.82,16.2,3,6.0,0
S0721,Group C,91.3,86.0,80.9,8.89,21.4,2,7.2,0
S0722,Group A,75.4,91.6,70.5,6.45,15.0,1,5.2,0
S0723,Group A,72.2,73.4,62.6,7.36,17.1,5,4.1,1
S0724,Group B,82.0,69.4,57.0,7.37,11.0,6,14.1,1
S0725,Group B,80.0,62.8,57.3,6.62,17.2,7,10.9,1
S0726,Group C,76.6,66.4,67.1,5.45,13.9,2,13.9,0
S0727,Group A,90.4,100.0,73.7,7.74,23.8,5,15.5,0
S0728,Group B,93.5,95.4,57.7,7.22,20.7,3,13.3,0
S0729,Group A,83.1,59.1,65.4,7.98,9.8,6,15.3,1
S0730,Group A,99.7,59.5,62.2,6.58,17.8,2,11.7,0
S0731,Group A,68.3,84.7,71.9,8.95,22.2,6,6.1,1
S0732,Group C,79.7,85.7,77.6,6.12,20.4,4,17.3,0
S0733,Group B,73.4,85.7,81.0,9.61,15.4,6,9.1,0
S0734,Group B,59.6,74.4,56.8,4.94,15.0,12,7.3,1
S0735,Group A,81.0,76.2,79.5,7.89,16.6,4,11.1,0
S0736,Group C,80.5,82.6,57.6,7.94,15.1,1,7.4,0
S0737,Group A,100.0,79.2,72.0,6.23,21.7,3,9.9,0
S0738,Group C,89.6,46.9,67.6,7.87,11.9,1,13.7,0
S0739,Group A,69.7,74.8,63.0,9.03,7.9,6,13.7,0
S0740,Group A,100.0,66.1,44.0,4.31,15.6,1,7.5,1
S0741,Group B,96.7,80.5,67.0,7.98,15.8,2,9.6,0
S0742,Group A,89.0,100.0,66.4,3.93,19.8,5,17.4,0
S0743,Group B,79.3,83.1,74.7,6.0,16.2,6,14.5,0
S0744,Group B,70.5,73.6,74.8,9.5,18.2,5,22.4,1
S0745,Group A,77.5,90.9,68.1,6.51,21.9,8,17.9,0
S0746,Group C,95.1,84.8,68.0,5.72,18.4,4,17.7,1
S0747,Group A,100.0,83.9,77.8,7.03,16.4,2,5.1,0
S0748,Group B,100.0,86.5,85.9,10.0,17.7,0,15.8,0
S0749,Group C,76.1,100.0,67.3,4.83,20.1,4,11.7,1
S0750,Group B,68.6,62.2,55.0,5.88,11.5,7,9.2,1
S0751,Group A,83.7,84.6,89.0,9.32,19.3,0,12.8,0
S0752,Group C,60.8,65.0,66.5,9.81,15.8,4,16.7,0
S0753,Group B,85.9,85.8,84.6,7.16,22.3,3,14.5,0
S0754,Group A,80.2,65.1,58.5,5.63,18.2,2,7.6,1
S0755,Group A,76.4,72.2,75.9,10.0,13.5,4,15.7,0
S0756,Group B,62.9,73.9,89.5,9.45,18.3,7,8.8,0
S0757,Group B,88.2,91.7,70.2,8.22,15.8,3,13.1,0
S0758,Group B,75.6,90.9,65.9,6.2,20.6,3,10.5,0
S0759,Group C,68.0,60.6,50.5,7.23,12.1,6,10.9,1
S0760,Group B,50.0,78.8,74.5,7.08,13.5,9,15.8,1
S0761,Group A,81.7,68.1,77.4,7.75,15.7,4,6.8,0
S0762,Group A,100.0,60.4,91.8,9.26,5.6,1,21.7,0
S0763,Group A,100.0,75.0,78.4,8.49,10.7,0,2.9,0
S0764,Group B,76.5,73.7,59.2,5.85,15.3,8,9.0,1
S0765,Group A,74.8,100.0,80.0,9.16,20.2,4,13.9,0
S0766,Group B,87.6,84.1,62.3,7.72,16.3,1,14.9,0
S0767,Group B,70.0,58.7,79.7,8.23,8.7,5,11.5,1
S0768,Group C,85.6,70.1,76.8,9.28,12.8,4,11.7,0
S0769,Group A,91.2,92.3,68.8,5.8,19.9,5,14.1,0
S0770,Group C,96.7,100.0,89.1,7.25,21.7,2,10.8,0
